scientificName,decimalLatitude,decimalLongitude,date_year,depth,country,basisOfRecord,datasetName
Orcinus orca,67.926942,13.112183,2023.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,56.3925,-132.59683,1992.0,,,HumanObservation,"NMML Harbor Porpoise Vessel, SE Alaska, Fall 1992"
Orcinus orca,-64.458628,-62.121663,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,70.97,16.03,2007.0,,,HumanObservation,
Orcinus orca,48.8577,-123.328,2019.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,60.84,-0.907167,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,65.13,3.37,1998.0,,,HumanObservation,
Orcinus orca,36.783333,-8.233333,2023.0,,,HumanObservation,Events with orcas - AnavNet
Orcinus orca,-40.86666,147.76666,1995.0,,Australia,PreservedSpecimen,
Orcinus orca,70.93,19.17,2013.0,,,HumanObservation,
Orcinus orca,60.48,2.63,2003.0,,,HumanObservation,
Orcinus orca,55.41583,-160.761,1992.0,,,HumanObservation,"NMML Killer Whale Vessel Survey, Alaska Peninsula, 1992"
Orcinus orca,-64.665,-62.9198,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,63.33,10.08,2014.0,,,HumanObservation,
Orcinus orca,-40.89333,174.97971,1955.0,,New Zealand,PreservedSpecimen,
Orcinus orca,58.34574,-3.154093,2004.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,57.1495,-133.53067,1992.0,,,HumanObservation,"NMML Harbor Porpoise Vessel Survey, SE Alaska, Summer 1992"
Orcinus orca,60.059167,-1.197667,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-64.910205,-63.285595,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-0.5967,-91.5667,1993.0,,,HumanObservation,Marine mammal sightings off Galápagos
Orcinus orca,58.599983,-3.381283,2018.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.792116,-150.020045,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-38.6,77.6,2016.0,350.7241379,,HumanObservation,
Orcinus orca,50.066185,-125.233554,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.316055,-134.744962,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,55.697222,-6.55,1993.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-55.0833,158.0,1987.0,,Australia,HumanObservation,
Orcinus orca,68.12,14.48,1994.0,,,HumanObservation,
Orcinus orca,36.816452,-121.889118,2026.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.547,-6.345617,2019.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,37.861667,-9.056167,2023.0,,,HumanObservation,Events with orcas - AnavNet
Orcinus orca,71.15,16.77,2009.0,,,HumanObservation,
Orcinus orca,36.810478,-121.81541,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.384647,-134.880798,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,54.22233,-166.15933,1993.0,,,HumanObservation,"NMML Killer Whale Vessel, Bering Sea, 1993"
Orcinus orca,58.644033,-3.026033,2016.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-65.183155,-64.13747,2018.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,69.73,19.05,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.273247,-135.756848,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,67.87,-21.15,2001.0,,,HumanObservation,
Orcinus orca,34.383833,-120.7715,2018.0,,,HumanObservation,"SWFSC Marine Mammal Survey, CCES 2018, Cruise 1651"
Orcinus orca,51.956165,-131.006409,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.3,-62.0,2019.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,68.1,9.87,2008.0,,,HumanObservation,
Orcinus orca,58.045698,-135.58901,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.674367,-62.932463,2019.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,60.287567,-1.370383,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-38.7,77.4,2015.0,237.5833333,,HumanObservation,
Orcinus orca,40.7833,-124.6792,1982.0,,,HumanObservation,MMS High Altitude Survey 1980-1983
Orcinus orca,61.4615,-1.271,1996.0,,,HumanObservation,European Seabirds At Sea (ESAS)
Orcinus orca,63.2,6.52,1985.0,,,HumanObservation,
Orcinus orca,56.23455,-2.56975,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.163083,-2.8894,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,70.62,-17.08,1989.0,,,HumanObservation,
Orcinus orca,58.345784,-134.811008,2018.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.9,-3.05,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,53.4924,-55.2986,2014.0,,,HumanObservation,EC-CWS Eastern Canada Seabirds at Sea
Orcinus orca,-13.039668,-175.322607,2014.0,,,HumanObservation,Observatoire Pelagis aerial surveys 2002-2021
Orcinus orca,63.22,8.17,1985.0,,,HumanObservation,
Orcinus orca,60.057733,-1.196633,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,65.05,-1.38,2014.0,,,HumanObservation,
Orcinus orca,38.2806,-28.5153,2017.0,0.0,,HumanObservation,MONICET
Orcinus orca,49.013333,-123.583333,2002.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,47.228498,-122.589018,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-34.611495,119.718851,2022.0,,,HumanObservation,Happywhale - Killer whale in Indian Ocean
Orcinus orca,36.80751,-121.882268,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.3636,-2.9232,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.733333,-6.316667,1998.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-33.8,132.0,2012.0,392.9,,HumanObservation,
Orcinus orca,57.208245,-134.119758,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,56.728333,-6.267,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.810933,-121.99501,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.365608,-134.711397,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.789723,-148.648557,2008.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,17.22,-61.4339,2012.0,,,HumanObservation,Killer whales of the Caribbean Sea 1866-2012
Orcinus orca,54.99482,166.1147,2008.0,,,HumanObservation,Land-based observations of cetaceans in the waters of Beringa Island in 2007-2009
Orcinus orca,-54.6301,158.9002,1995.0,,Australia,HumanObservation,
Orcinus orca,37.32497,-122.40349,2009.0,,USA,PreservedSpecimen,
Orcinus orca,58.331892,-134.732704,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,70.008101,21.166534,2025.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,64.141953,-22.002869,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,-54.16604,-37.774618,2025.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,56.1747,-2.527433,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.777738,-121.892597,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,63.33,8.62,1984.0,,,HumanObservation,
Orcinus orca,-54.5802,158.9473,1997.0,,Australia,HumanObservation,
Orcinus orca,58.110418,-135.498563,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.723667,-3.155333,2009.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.73476,-122.1986,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.715104,-62.589111,2014.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,70.45,2.15,2006.0,,,HumanObservation,
Orcinus orca,-64.624333,-62.696337,2022.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,33.281897,-117.617608,2019.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-54.998396,-65.918757,2025.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,36.76,-121.9633,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,4.45,-108.43,1989.0,,,HumanObservation,"SWFSC Marine Mammal Survey, MOPS 1989, Cruise 1268"
Orcinus orca,58.925283,-3.110783,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.744368,-6.260655,2003.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,34.247,-119.514771,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.534,-1.3325,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,63.63,0.98,2015.0,,,HumanObservation,
Orcinus orca,60.85533,-0.8715,1991.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,36.826557,-121.917812,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-60.0667,119.6,1988.0,,Antarctica,HumanObservation,
Orcinus orca,59.51377,-1.66506,2006.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-3.489167,-85.02,2001.0,,Ecuador,HumanObservation,
Orcinus orca,-72.316667,170.266667,2010.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,59.147,-150.7865,2015.0,,,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648"
Orcinus orca,58.962183,-3.29395,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,50.567653,-126.686268,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,59.995333,-1.192167,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,59.89,-149.46,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.155633,-0.129233,2023.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,35.923,-5.7149,2002.0,,,HumanObservation,CIRCE Marine mammals off Spain 2001-2012
Orcinus orca,68.37,12.38,2003.0,,,HumanObservation,
Orcinus orca,53.522642,-131.582954,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-35.2167,174.15,2010.0,0.0,New Zealand,HumanObservation,MBIS Marine Fauna and Flora observations around New Zealand
Orcinus orca,71.2,24.77,1989.0,,,HumanObservation,
Orcinus orca,-65.091225,-63.941537,2022.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,58.6386,-3.027,2024.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.618217,-3.513333,2020.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,58.34,-134.72,2015.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-63.731089,-56.776442,2021.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,64.0,-52.0,1974.0,,,Occurrence,
Orcinus orca,57.124,-133.50133,1992.0,,,HumanObservation,"NMML Harbor Porpoise Vessel, SE Alaska, Spring 1992"
Orcinus orca,-69.5333,75.6667,1992.0,,Antarctica,HumanObservation,
Orcinus orca,-64.970015,-63.550547,2020.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,55.88494,-157.928724,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,55.232667,-5.781333,1999.0,,,HumanObservation,Hebridean Dolphin and Whale Trust killer whale sightings 1990-2006
Orcinus orca,59.1407,-148.7977,2003.0,,,HumanObservation,NMML Gulf of Alaska marine mammal survey 2003
Orcinus orca,58.441975,-134.851133,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,70.172996,18.135887,2022.0,,,HumanObservation,Happywhale - Killer whale in North Atlantic Ocean
Orcinus orca,58.447373,-134.819756,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.22,15.62,2005.0,,,HumanObservation,
Orcinus orca,-55.117969,-64.360107,2023.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,60.1015,-146.5938,1998.0,,,HumanObservation,NMML Small Cetacean Aerial Survey 1998
Orcinus orca,68.2,10.68,2008.0,,,HumanObservation,
Orcinus orca,36.561667,-122.04,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,34.062908,-119.255219,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-54.7311,-64.951433,2022.0,,,HumanObservation,Happywhale - Killer whale in South Atlantic Ocean
Orcinus orca,36.801725,-121.80114,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,53.939667,-152.102,2015.0,,,HumanObservation,"SWFSC Marine Mammal Survey, CLAWS 2015, Cruise 1648"
Orcinus orca,59.14475,-3.328083,2011.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,68.55,12.05,1999.0,,,HumanObservation,
Orcinus orca,-64.59564,-62.833557,2024.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-64.5425,-62.4799,2014.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,58.45087,-135.91435,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,25.5825,-111.121667,2003.0,,,HumanObservation,Mingan Island Cetacean Study 84-07
Orcinus orca,-64.709733,-63.134086,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,-38.7,77.6,2016.0,126.1875,,HumanObservation,
Orcinus orca,58.30343,-134.713822,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.130932,-135.274572,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,69.27,14.72,1992.0,,,HumanObservation,
Orcinus orca,59.776092,-149.673884,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.3,2.77,2012.0,,,HumanObservation,
Orcinus orca,48.4903,-125.0037,2020.0,1.0,,MachineObservation,
Orcinus orca,58.404957,-134.991147,2021.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,71.72,19.73,2004.0,,,HumanObservation,
Orcinus orca,49.174281,-126.06083,2026.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,48.9094,-123.3429,2018.0,,Canada,HumanObservation,British Columbia Cetacean Sightings Network Observations
Orcinus orca,-65.9924,77.9746,2003.0,,Antarctica,HumanObservation,
Orcinus orca,36.86129,-122.006667,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,60.395833,-1.103167,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,55.722637,-132.338013,2023.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.243967,-3.42525,2021.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,56.739167,-6.355667,1999.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,38.439108,-9.106724,2024.0,,,HumanObservation,Events with orcas - AnavNet
Orcinus orca,59.128117,-3.333633,2012.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-63.0,-59.0,2018.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,70.75,17.55,2006.0,,,HumanObservation,
Orcinus orca,58.342253,-3.135893,2007.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-54.4991,158.942,1995.0,,Australia,HumanObservation,
Orcinus orca,-64.6,-62.7,2025.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,63.68,0.52,2015.0,,,HumanObservation,
Orcinus orca,58.516375,-134.880508,2022.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-43.6,145.9,2011.0,445.125,,HumanObservation,
Orcinus orca,-36.05,136.7583,2003.0,,Australia,HumanObservation,
Orcinus orca,48.75219,-122.848325,2020.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,58.227663,-136.343836,2025.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,-64.810045,-63.15459,2023.0,,,HumanObservation,Happywhale - Killer whale in Southern Ocean
Orcinus orca,61.847164,0.233684,1994.0,,,HumanObservation,SCANS I cetacean sightings 1994
Orcinus orca,48.196292,-123.431396,2024.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
Orcinus orca,68.98,16.23,2005.0,,,HumanObservation,
Orcinus orca,32.638333,-119.042833,2009.0,,,HumanObservation,"SWFSC Marine Mammal Survey, Delphinus 2009, Cruise 1640"
Orcinus orca,-37.7567,149.5095,1988.0,,Australia,HumanObservation,
Orcinus orca,58.944817,-3.3042,2022.0,0.0,,HumanObservation,Sea Watch Foundation Marine Megafauna Sightings: 1971 to present
Orcinus orca,-54.5162,158.972,1997.0,0.0,Antarctica::text,HumanObservation,
Orcinus orca,25.769283,-111.221467,2017.0,,,HumanObservation,Happywhale - Killer whale in North Pacific Ocean
